Servidor de administración virtual,Grupo,Dispositivo,Placa madre,CPU,"Memoria, en MB",Almacenamiento de datos,"Total, en GB","Total disponible, en GB",Adaptador de video,Controlador de interfaz de red,Tarjeta de sonido,Unidad de disco óptico,Monitor,Dirección IP:,Dirección IPv6
,Agencias,PCF0013,H110M-E D3,Intel(R) Celeron(R) CPU G3900 @ 2.80GHz,8192,CT480BX500SSD1 252/480,480,252,Intel(R) HD Graphics 510,Realtek PCIe GbE Family Controller (70:4D:7B:62:8D:28),"High Definition Audio Device, Sonido Intel(R) para pantallas",HL-DT-ST DVDRAM GH24NSC0,Generic Non-PnP Monitor,192.168.1.94,N/D
,Agencias,PCF0146,H110M-K,Intel(R) Pentium(R) CPU G4400 @ 3.30GHz,8192,"KINGSTON SA400S37120G 42/120, TOSHIBA DT01ACA050 409/500",620,451,Intel(R) HD Graphics 510,Realtek PCIe GbE Family Controller (88:D7:F6:40:ED:1D),"High Definition Audio Device, Intel(R) Display Audio",,Generic PnP Monitor,192.168.4.38,N/D
,Agencias,PCF0153,H110M-A/M.2,Intel(R) Pentium(R) CPU G4400 @ 3.30GHz,8192,KINGSTON SA400S37480G 391/480,480,391,Intel(R) HD Graphics 510,Intel(R) Ethernet Connection (2) I219-V (B0:6E:BF:7F:71:E8),"Realtek High Definition Audio, Intel(R) Display Audio",,Generic PnP Monitor,192.168.2.141,N/D
,Agencias,PCF0154,H110M-C,Intel(R) Pentium(R) CPU G4400 @ 3.30GHz,8192,KINGSTON SA400S37480G 370/480,480,370,Intel(R) HD Graphics 510,Realtek PCIe GbE Family Controller (60:45:CB:A5:CF:32),"Realtek High Definition Audio, Intel(R) Display Audio",,Generic PnP Monitor,192.168.14.127,N/D
,Agencias,PCF0162,H110M-C,Intel(R) Pentium(R) CPU G4400 @ 3.30GHz,8192,HS-SSD-C100 480G 313/480,480,313,"NVIDIA GeForce GT 710, Intel(R) HD Graphics 510",Realtek PCIe GbE Family Controller (60:45:CB:A4:62:65),"Realtek High Definition Audio, NVIDIA High Definition Audio, Intel(R) Display Audio",,Generic PnP Monitor,192.168.16.203,N/D
,Agencias,PCF0168,H110M-R,Intel(R) Pentium(R) CPU G4400 @ 3.30GHz,8192,"KINGSTON SA400S37120G 16/120, ST1000DM010-2EP102 868/1000",1120,884,Intel(R) HD Graphics 510,Realtek PCIe GbE Family Controller (18:31:BF:B1:E5:30),"Realtek High Definition Audio, Intel(R) Display Audio",,Generic PnP Monitor,192.168.11.70,N/D
,Agencias,PCF0169,H110M-R,Intel(R) Pentium(R) CPU G4400 @ 3.30GHz,8192,"ST1000DM010-2EP102 867/1000, Patriot Burst Elite 240GB 156/240",1240,1023,Intel(R) HD Graphics 510,Realtek PCIe GbE Family Controller (4C:ED:FB:97:E4:2B),"High Definition Audio Device, Intel(R) Display Audio",,Generic PnP Monitor,192.168.12.165,N/D
,Agencias,PCF0171,H110M-R,Intel(R) Pentium(R) CPU G4400 @ 3.30GHz,8192,HP SSD S700 500GB 406/500,500,406,Intel(R) HD Graphics 510,Realtek PCIe GbE Family Controller (4C:ED:FB:97:DF:00),Intel(R) Display Audio,,Generic PnP Monitor (CN42103SXJ),192.168.11.50,N/D
,Agencias,PCF0182,H110M-K,Intel(R) Core(TM) i3-7100 CPU @ 3.90GHz,8192,KINGSTON SA400S37480G 179/480,480,179,Intel(R) HD Graphics 630,Realtek PCIe GbE Family Controller (18:31:BF:CB:5E:21),"Intel(R) Display Audio, Realtek High Definition Audio",,"Generic PnP Monitor, Generic PnP Monitor (401NDBP2J909)",192.168.9.169,N/D
,Agencias,PCF0188,H110M-K,Intel(R) Pentium(R) CPU G4400 @ 3.30GHz,8192,"ST1000DM010-2EP102 846/1000, KINGSTON SA400S37240G 119/240",1240,965,Intel(R) HD Graphics 510,Realtek PCIe GbE Family Controller (4C:ED:FB:6A:DD:F9),"Realtek High Definition Audio, Intel(R) Display Audio",,Generic PnP Monitor,192.168.9.176,N/D
,Agencias,PCF0191,H310M PRO-VH (MS-7B33),Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,8192,"TOSHIBA DT01ACA100 912/1000, KINGSTON SA400S37240G 144/240",1240,1056,Intel(R) UHD Graphics 630,Realtek PCIe GbE Family Controller (30:9C:23:DE:F9:DF),"Realtek High Definition Audio, Intel(R) Display Audio",,Generic PnP Monitor,192.168.11.71,N/D
,Agencias,PCF0217,PRIME H310M-A R2.0,Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,8192,"ST1000DM010-2EP102 126/1000, KINGSTON SA400S37240G 137/240",1240,263,Intel(R) UHD Graphics 630,Realtek PCIe GbE Family Controller (04:92:26:4E:81:D5),"Intel(R) Display Audio, Realtek High Definition Audio",,Generic PnP Monitor,192.168.13.64,N/D
,Agencias,PCF0218,PRIME H310M-A R2.0,Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,8192,"ST1000DM010-2EP102 867/1000, KINGSTON SA400S37480G 341/480",1480,1208,Intel(R) UHD Graphics 630,Realtek PCIe GbE Family Controller (04:92:26:4E:81:72),"Intel(R) Display Audio, Realtek High Definition Audio",,Generic PnP Monitor,192.168.13.83,N/D
,Agencias,PCF0221,PRIME H310M-E R2.0,Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,8192,KINGSTON SA400S37480G 215/480,480,215,Intel(R) UHD Graphics 630,Realtek PCIe GbE Family Controller (14:EB:B6:BF:12:42),"Intel(R) Display Audio, High Definition Audio Device",,"Generic PnP Monitor (CN42132JJQ), Generic PnP Monitor",192.168.8.95,N/D
,Agencias,PCF0222,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,192.168.6.62,N/D
,Agencias,PCF0223,PRIME H310M-E R2.0,Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,8192,ST1000DM010-2EP102 822/1000,1000,822,Intel(R) UHD Graphics 630,Realtek PCIe GbE Family Controller (04:D4:C4:AC:94:16),Intel(R) Display Audio,,Generic PnP Monitor,192.168.40.110,N/D
,Agencias,PCF0223~~16819,PRIME H310M-E R2.0,Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,8192,KINGSTON SA400S37480G 297/480,480,297,Intel(R) UHD Graphics 630,Realtek PCIe GbE Family Controller (04:D4:C4:AC:94:16),"Intel(R) Display Audio, High Definition Audio Device",,Generic PnP Monitor,192.168.8.93,N/D
,Agencias,PCF0227,PRIME H310M-E R2.0,Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz,8192,ST1000DM010-2EP102 236/1000,1000,236,Intel(R) UHD Graphics 630,Realtek PCIe GbE Family Controller (04:D4:C4:AC:96:6B),Intel(R) Display Audio,,Generic PnP Monitor,192.168.1.156,N/D
,Agencias,PCF0229,PRIME H310M-E R2.0,Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,8192,ST1000DM010-2EP102 727/1000,1000,727,Intel(R) UHD Graphics 630,Realtek PCIe GbE Family Controller (04:D4:C4:AC:94:07),Intel(R) Display Audio,,Generic PnP Monitor,192.168.8.74,N/D
,Agencias,PCF0231,PRIME H310M-E R2.0,Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,8192,ST1000DM010-2EP102 868/1000,1000,868,Intel(R) UHD Graphics 630,Realtek PCIe GbE Family Controller (04:D9:F5:33:79:A9),"Intel(R) Display Audio, High Definition Audio Device",,Generic PnP Monitor,192.168.1.70,N/D
,Agencias,PCF0232,PRIME H310M-E R2.0,Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,8192,KINGSTON SA400S37480G 363/480,480,363,Intel(R) UHD Graphics 630,Realtek PCIe GbE Family Controller (04:D9:F5:33:7C:0E),Intel(R) Display Audio,,Generic PnP Monitor,192.168.2.135,N/D
,Agencias,PCF0233,PRIME H310M-E R2.0,Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,8192,ST1000DM010-2EP102 879/1000,1000,879,Intel(R) UHD Graphics 630,Realtek PCIe GbE Family Controller (04:D4:C4:AC:94:AD),Intel(R) Display Audio,,"Generic PnP Monitor, Generic PnP Monitor (CN42132JJG)",192.168.1.84,N/D
,Agencias,PCF0234,PRIME H310M-E R2.0,Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,8192,"ST1000DM010-2EP102 388/1000, KINGSTON SA400S37480G 364/480",1480,752,Intel(R) UHD Graphics 630,Realtek PCIe GbE Family Controller (04:D9:F5:33:7A:48),"Intel(R) Display Audio, Realtek High Definition Audio",,Generic PnP Monitor,192.168.7.53,N/D
,Agencias,PCF0236,PRIME H310M-E R2.0,Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,8192,KINGSTON SA400S37480G 309/480,480,309,Intel(R) UHD Graphics 630,Realtek PCIe GbE Family Controller (04:D9:F5:61:C9:E3),Intel(R) Display Audio,,"Generic PnP Monitor (CN42171ZNY), Generic PnP Monitor",192.168.2.119,N/D
,Agencias,PCF0238,PRIME H310M-E R2.0,Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,8192,KINGSTON SA400S37480G 145/480,480,145,Intel(R) UHD Graphics 630,Realtek PCIe GbE Family Controller (04:D9:F5:61:C9:E0),Intel(R) Display Audio,,Generic PnP Monitor,192.168.4.89,N/D
,Agencias,PCF0240,PRIME H310M-E R2.0,Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,8192,KINGSTON SA400S37240G 153/240,240,153,Intel(R) UHD Graphics 630,Realtek PCIe GbE Family Controller (04:D9:F5:33:79:3B),"Intel(R) Display Audio, High Definition Audio Device",,Generic PnP Monitor,192.168.12.120,N/D
,Agencias,PCF0250,PRIME H310M-D R2.0,Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,8192,ST1000DM010-2EP102 868/1000,1000,868,Intel(R) UHD Graphics 630,Realtek PCIe GbE Family Controller (04:92:26:CF:07:16),Intel(R) Display Audio,,Generic PnP Monitor,192.168.9.85,N/D
,Agencias,PCF0251,PRIME H310M-D R2.0,Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,8192,"ST1000DM010-2EP102 381/1000, TOSHIBA DT01ACA050 389/480",1480,770,Intel(R) UHD Graphics 630,Realtek PCIe GbE Family Controller (04:92:26:CE:E4:72),Intel(R) Display Audio,,Generic PnP Monitor,192.168.6.65,N/D
,Agencias,PCF0252,PRIME H310M-D R2.0,Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,8192,ST1000DM010-2EP102 857/1000,1000,857,Intel(R) UHD Graphics 630,Realtek PCIe GbE Family Controller (04:92:26:CF:06:9B),Intel(R) Display Audio,,Generic PnP Monitor,192.168.4.165,N/D
,Agencias,PCF0258,PRIME H310M-D R2.0,Intel(R) Core(TM) i3-9100 CPU @ 3.60GHz,8192,ST1000DM010-2EP102 872/1000,1000,872,Intel(R) UHD Graphics 630,Realtek PCIe GbE Family Controller (04:92:26:4E:38:77),Intel(R) Display Audio,,Generic PnP Monitor,192.168.7.79,N/D
,Agencias,PCF0266,PRIME H310M-E R2.0,Intel(R) Core(TM) i3-9100 CPU @ 3.60GHz,8192,ST1000DM010-2EP102 843/1000,1000,843,Intel(R) UHD Graphics 630,Realtek PCIe GbE Family Controller (A8:5E:45:2B:4D:1D),Intel(R) Display Audio,,Generic PnP Monitor,192.168.9.152,N/D
,Agencias,PCF0268,PRIME H310M-E R2.0,Intel(R) Core(TM) i3-9100 CPU @ 3.60GHz,8192,KINGSTON SA400S37120G 9/120,120,9,Intel(R) UHD Graphics 630,Realtek PCIe GbE Family Controller (A8:5E:45:2B:48:FC),Intel(R) Display Audio,,"Generic PnP Monitor, Generic PnP Monitor (CN42132JHX)",192.168.7.74,N/D
,Agencias,PCF0271,PRIME H310M-E R2.0,Intel(R) Core(TM) i3-9100 CPU @ 3.60GHz,8192,Patriot Burst Elite 240GB 126/240,240,126,Intel(R) UHD Graphics 630,Realtek PCIe GbE Family Controller (A8:5E:45:69:C0:B2),"Intel(R) Display Audio, High Definition Audio Device",,Generic PnP Monitor,192.168.14.116,N/D
,Agencias,PCF0272,PRIME H310M-E R2.0,Intel(R) Core(TM) i3-9100 CPU @ 3.60GHz,8192,KINGSTON SA400S37480G 406/480,480,406,Intel(R) UHD Graphics 630,Realtek PCIe GbE Family Controller (A8:5E:45:68:D9:A4),"Intel(R) Display Audio, High Definition Audio Device",,Generic PnP Monitor,192.168.14.128,N/D
,Agencias,PCF0285,PRIME H310M-E R2.0,Intel(R) Core(TM) i3-9100F CPU @ 3.60GHz,8192,ST1000DM010-2EP102 883/1000,1000,883,NVIDIA GeForce 210,Realtek PCIe GbE Family Controller (3C:7C:3F:17:86:5A),"NVIDIA High Definition Audio, NVIDIA High Definition Audio, NVIDIA High Definition Audio, NVIDIA High Definition Audio, High Definition Audio Device",,Generic PnP Monitor (H7BR301883),192.168.15.74,N/D
,Agencias,PCF0286,PRIME H310M-E R2.0,Intel(R) Core(TM) i3-9100F CPU @ 3.60GHz,8192,ST1000DM010-2EP102 907/1000,1000,907,NVIDIA GeForce 210,Realtek PCIe GbE Family Controller (3C:7C:3F:17:87:36),"NVIDIA High Definition Audio, NVIDIA High Definition Audio, NVIDIA High Definition Audio, NVIDIA High Definition Audio, High Definition Audio Device",,Generic PnP Monitor (H7BR301925),192.168.15.78,N/D
,Agencias,PCF0287,B360M PRO-VDH (MS-7B24),Intel(R) Core(TM) i3-9100F CPU @ 3.60GHz,8192,ST1000DM010-2EP102 885/1000,1000,885,NVIDIA GeForce 210,"Realtek PCIe GbE Family Controller (00:D8:61:31:47:FC), Realtek PCIe GbE Family Controller (B4:B0:24:CA:1A:7A)","Realtek High Definition Audio, NVIDIA High Definition Audio, NVIDIA High Definition Audio, NVIDIA High Definition Audio, NVIDIA High Definition Audio",,Generic PnP Monitor (H7BR301898),192.168.15.95,N/D
,HOST,SRV2K16-1,,Intel(R) Xeon(R) CPU           E5520  @ 2.27GHz,32768,"HP LOGICAL VOLUME SCSI Disk Device 229/440, Seagate Expansion Desk SCSI Disk Device 1/4000, HP LOGICAL VOLUME SCSI Disk Device 908/1800",6241,1138,Microsoft Basic Display Adapter,"QLogic BCM5709C Gigabit Ethernet (NDIS VBD Client) (98:4B:E1:74:2E:18), QLogic BCM5709C Gigabit Ethernet (NDIS VBD Client) (98:4B:E1:74:2E:40), QLogic BCM5709C Gigabit Ethernet (NDIS VBD Client) (98:4B:E1:74:2E:1A), QLogic BCM5709C Gigabit Ethernet (NDIS VBD Client) (98:4B:E1:74:2E:42)",,,Generic Non-PnP Monitor,192.168.40.253,N/D
,HOST,SRV2K16-3,00Y8494,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,49152,"IBM ServeRAID M5110e SCSI Disk Device 5270/8392, QNAP iSCSI Storage SCSI Disk Device 605/2199",10592,5875,Adaptador de pantalla básico de Microsoft,"Intel(R) I350 Gigabit Network Connection, Intel(R) I350 Gigabit Network Connection (40:F2:E9:25:FC:A2), Intel(R) I350 Gigabit Network Connection (40:F2:E9:25:FC:A3), IBM USB Remote NDIS Network Device (42:F2:E9:25:FC:A1), Intel(R) I350 Gigabit Network Connection (40:F2:E9:25:FC:A4)",,IBM SATA  DEVICE 81Y3672,Generic Non-PnP Monitor,192.168.40.4,N/D
,HOST,SRV2K19-1,ProLiant ML30 Gen10,Intel(R) Xeon(R) E-2224 CPU @ 3.40GHz,32768,"HPE LOGICAL VOLUME SCSI Disk Device 385/1000, HPE LOGICAL VOLUME SCSI Disk Device 211/960",1960,596,Matrox G200eh3 (HP) WDDM 2.0,"Generic USB-EEM Network Adapter (D6:5E:AC:9E:38:5C), HPE Ethernet 1Gb 2-port 361i Adapter (94:40:C9:4D:F8:00), HPE Ethernet 1Gb 2-port 361i Adapter (94:40:C9:4D:F8:01), Hyper-V Virtual Ethernet Adapter (94:40:C9:4D:F8:00)",,,Generic PnP Monitor (71804254SL0),192.168.40.77,N/D
,HOST,SRV2K19-2,-[7X04CTO1WW]-,Intel(R) Xeon(R) Gold 5118 CPU @ 2.30GHz,204800,"QNAP iSCSI Storage SCSI Disk Device 621/2199, Lenovo RAID 930-16i 4GB SCSI Disk Device 3322/7195, Seagate Expansion Desk SCSI Disk Device 3768/4000, Lenovo RAID 530-8i SCSI Disk Device 565/1595, QNAP iSCSI Storage SCSI Disk Device 157/858",15850,8433,Microsoft Basic Display Adapter (Low Resolution),"Intel(R) Ethernet Connection X722, Broadcom NetXtreme Gigabit Ethernet (00:0A:F7:D7:72:A1), Broadcom NetXtreme Gigabit Ethernet (00:0A:F7:D7:72:A3), IBM USB Remote NDIS Network Device (0A:94:EF:5C:C6:6D), Broadcom NetXtreme Gigabit Ethernet (00:0A:F7:D7:72:A0), Broadcom NetXtreme Gigabit Ethernet (00:0A:F7:D7:72:A2), Intel(R) Ethernet Connection X722 for 1GbE (08:94:EF:5C:CC:AC), Intel(R) Ethernet Connection X722 for 1GbE (08:94:EF:5C:CC:AD)",,,Generic Non-PnP Monitor,192.168.40.6,N/D
,HOST,SRV2K19-3,SB27A92818,Intel(R) Xeon(R) Silver 4410Y,393216,"Lenovo RAID 940-32i 8GB SCSI Disk Device 5196/7671, QNAP iSCSI Storage SCSI Disk Device 5201/5497, Lenovo RAID 940-32i 8GB SCSI Disk Device 820/3835",17005,11217,Microsoft Basic Display Adapter,"Broadcom NetXtreme Gigabit Ethernet (00:62:0B:0A:8E:91), Broadcom NetXtreme Gigabit Ethernet, Broadcom NetXtreme Gigabit Ethernet (00:62:0B:0A:8E:93), Broadcom NetXtreme Gigabit Ethernet (00:62:0B:0A:8E:90)",,,Generic PnP Monitor (71804254SL0),192.168.40.8,N/D
,HOST,SRVFACT2K19,Virtual Machine,Intel(R) Xeon(R) Silver 4410Y,16000,Microsoft Virtual Disk 18/136,136,18,Microsoft Hyper-V Video,Microsoft Hyper-V Network Adapter (00:15:5D:CF:A6:05),,,Generic PnP Monitor,192.168.40.32,N/D
,HOST,VT1-HYPERV,81Y7073,Intel(R) Xeon(R) CPU E3-1230 V2 @ 3.30GHz,24576,"IBM-ESXS ST91000640SS SCSI Disk Device 999/1000, LENOVO-X ST91000640SS SCSI Disk Device 954/1000, IBM-ESXS ST91000640SS SCSI Disk Device 741/1000, LENOVO-X ST91000640SS SCSI Disk Device 999/1000",4000,3693,Microsoft Basic Display Adapter,"Intel(R) 82574L Gigabit Network Connection (40:F2:E9:39:4A:CC), Intel(R) 82574L Gigabit Network Connection (40:F2:E9:39:4A:CD), IBM USB Remote NDIS Network Device (42:F2:E9:39:4A:CF)",,IBM SATA DEVICE 81Y3681 ATA Device,Generic Non-PnP Monitor,192.168.40.248,N/D
,HOST,VT2-HYPERV,ProLiant DL160 Gen10,Intel(R) Xeon(R) Bronze 3206R CPU @ 1.90GHz,65536,"HPE LOGICAL VOLUME SCSI Disk Device 2218/2879, Seagate Expansion Desk SCSI Disk Device 1739/8001",10881,3957,Microsoft Basic Display Adapter,"Intel(R) Ethernet I210-T1 GbE NIC (A0:36:9F:B1:0D:B7), HPE Ethernet 1Gb 2-port 368i Adapter (B4:7A:F1:A8:7D:69), HPE Ethernet 1Gb 2-port 368i Adapter (B4:7A:F1:A8:7D:68)",,,Generic PnP Monitor,192.168.40.245,N/D
,HOST,VT3-HYPERV,00Y8494,Intel(R) Xeon(R) CPU E5-2620 0 @ 2.00GHz,65536,"IBM ServeRAID M5110e SCSI Disk Device 4056/4994, IBM ServeRAID M5110e SCSI Disk Device 432/1197",6192,4488,Microsoft Basic Display Adapter,"Intel(R) I350 Gigabit Network Connection (40:F2:E9:25:0C:DB), Intel(R) I350 Gigabit Network Connection (40:F2:E9:25:0C:DC), Intel(R) I350 Gigabit Network Connection (40:F2:E9:25:0C:DD), Intel(R) I350 Gigabit Network Connection (40:F2:E9:25:0C:DA), IBM USB Remote NDIS Network Device (42:F2:E9:25:0C:D9)",,IBM SATA DEVICE 81Y3657,Generic Non-PnP Monitor,192.168.40.250,N/D
,HOST,VT4-HYPERV,-[7X08CTO1WW]-,Intel(R) Xeon(R) Silver 4110 CPU @ 2.10GHz,196608,Lenovo RAID 530-8i SCSI Disk Device 7203/13432,13432,7203,Microsoft Basic Display Adapter (Low Resolution),"Broadcom NetXtreme Gigabit Ethernet (B0:26:28:93:B7:3C), IBM USB Remote NDIS Network Device (0A:94:EF:99:18:0B), Broadcom NetXtreme Gigabit Ethernet (B0:26:28:93:B7:3F), Hyper-V Virtual Ethernet Adapter (B0:26:28:93:B7:3E), Intel(R) Ethernet Connection X722 for 1GbE (08:94:EF:99:1C:B9), Broadcom NetXtreme Gigabit Ethernet (B0:26:28:93:B7:3D), Intel(R) Ethernet Connection X722 for 1GbE (08:94:EF:99:1C:BA), Intel(R) Ethernet Connection X722 for 1GbE (08:94:EF:99:1C:B8)",,,Generic Non-PnP Monitor,192.168.40.35,N/D
,LapTops,NTB0014,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,192.168.31.40,N/D
,LapTops,NTB0016,84A7,Intel(R) Core(TM) i7-8550U CPU @ 1.80GHz,8192,KINGSTON SA400S37240G 148/240,240,148,"NVIDIA GeForce MX130, Intel(R) UHD Graphics 620","Realtek PCIe GbE Family Controller (04:0E:3C:E0:60:46), Realtek RTL8723DE 802.11b/g/n PCIe Adapter (C0:E4:34:05:28:21)","Sonido Intel(R) para pantallas, Realtek High Definition Audio",,Integrated Monitor,192.168.31.36,N/D
,LapTops,NTB0023,84A7,Intel(R) Core(TM) i7-8550U CPU @ 1.80GHz,8192,ST1000LM035-1RK172 875/1000,1000,875,"NVIDIA GeForce MX130, Intel(R) UHD Graphics 620","Realtek PCIe GbE Family Controller (E8:D8:D1:88:8C:EB), Bluetooth Device (Personal Area Network) (70:66:55:01:B1:90), Realtek RTL8723DE 802.11b/g/n PCIe Adapter (70:66:55:01:B1:91)","Sonido Intel(R) para pantallas, Realtek High Definition Audio",,Generic PnP Monitor,192.168.31.36,N/D
